,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
1257,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,8,1,7,3,3,1,1,0,0,1,0,0,0,0,5,0.0,211275927.77561742,0.0,0.0,147546873.75304872,0.0,25546097.19263491,20299287.62732069,0.05619618390911832,7620061.7208175715,6320800.309666242,0.004981939025208541,81473652.310714,36676675.840294495,0.09056989690037717,720100000.0,0.0
1258,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,2,0,2,0,0,0,6,0.0,71223146.50296113,0.0,47666788.13069523,38245121.951764055,0.006585868848664108,74392091.82918303,22167818.198803753,0.019359860881540625,2028956.201259358,7332080.219521779,0.00014100376654387547,8893429.887914136,40273672.383724004,0.0011724844140143147,689400000.0,8122.241881706308
1259,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,7,2,5,3,1,7,0,1,0,0,0,0,0.0,90462322.17815001,0.0,0.0,207875623.52720356,0.0,1073338.7680205964,85794511.8959807,0.0024147992063925615,6207720.523906898,6320800.309666242,0.003989012332029956,122391966.29944634,0.0,0.13607286332100704,860900000.0,0.0
1260,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,6,1,4,3,1,0,0,0,6,0,1,9,0,0,7,0.0,161250294.9980649,0.0,0.0,90143923.5488522,0.0,34599636.34207818,31398797.71871161,0.027372367792535914,969091.32257086,25084879.266411718,0.00020862079461181316,5178258.995868513,44193513.54513965,0.0020590069749689692,595100000.0,1143.5716025557267
1261,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,5,6,2,0,0,3,3,7,7,2,0,0,0,0.0,126745040.65873201,0.0,0.0,118427379.06875929,0.0,12263784.61530564,50962397.12067895,0.026885353808476092,0.0,44040927.70340644,0.0,125377588.76612741,0.0,0.13965943625310856,333100000.0,0.0
1262,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,7,0,0,0,1,0,1,1,0,3,0,0,1,0.0,214602075.83379018,0.0,32929066.068450995,0.0,0.0378839530405715,9395157.3282354,41292219.28177295,0.02057207385952072,1367912.820594526,15063068.18035096,0.0008867791516534666,63354910.32680464,25037214.086173728,0.0699838777896684,115300000.0,0.0
1263,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,2,7,1,0,7,4,1,3,0,4,0.0,0.0,0.0,0.0,169576899.2453251,0.0,0.0,59903444.52010451,0.0,0.0,35674824.158580944,0.0,0.0,67268466.33257627,0.0,595100000.0,0.0
1264,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,7,3,1,1,7,0,5,0,0,0,0,1,5,0.0,139382316.28490794,0.0,0.0,133890616.55286585,0.0,0.0,70656192.99188861,0.0,6885322.588505167,0.0,0.0015076094251910636,11926330.37675706,62967163.32200457,0.00474418627305625,958900000.0,739.5832318779546
1265,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,7,2,1,1,2,0,0,0,0,4,1,7,7,4,0.0,160540607.98897105,0.0,8524590.793245379,123591808.7282773,0.010058604577598836,51856092.40576175,0.0,0.11387960239146297,969091.32257086,16925244.491970196,0.0005795022072550367,0.0,153530015.84790388,0.0,377300000.0,0.0
1266,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4,1,0,3,0,2,1,7,1,7,1,2,129363808.0791223,37255203.23710208,0.11008454725322078,0.0,97105266.60422453,0.0,0.0,48716867.66610375,0.0,0.0,29339878.5720282,0.0,0.0,111952814.85055783,0.0,286800000.0,0.0
1267,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,2,0,3,0,0,0,6,0.0,180659118.0167573,0.0,61717578.33944182,0.0,0.07077474690426461,66793415.35298574,22167818.198803753,0.14439379904595986,2028956.201259358,8453407.696608048,0.0011750313878656291,8893429.887914136,40273672.383724004,0.009770703450119288,689400000.0,0.0
1268,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,4,7,1,2,6,7,7,7,5,4,0.0,32694901.094161935,0.0,41145052.22629455,53358573.6002109,0.005661979752341168,0.0,88907672.34606405,0.0,0.0,52106993.465831816,0.0,0.0,140547840.8904056,0.0,340700000.0,2737.8169813831582
1269,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,7,3,2,2,1,0,0,1,6,5,6,1,3,5,64681904.03956115,121644599.3504275,0.05504227362661039,0.0,132359804.95906831,0.0,18601420.149006996,20299287.62732069,0.04074491811856861,0.0,44342098.30316543,0.0,0.0,98378503.2421007,0.0,619700000.0,0.0
1270,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,7,2,0,0,1,1,2,7,7,0,0,0,0,0,0.0,227121344.18378362,0.0,47666788.13069523,38245121.951764055,0.05488224040553424,0.0,81075542.59168705,0.0,0.0,14261651.781499248,0.0,47516746.767610244,0.0,0.052611824145566685,689400000.0,0.0
1271,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,7,3,6,2,2,0,0,1,0,7,1,0,0,1,2,0.0,206608704.69342405,0.0,3421037.2840904007,88613111.95505467,0.0014698917494205244,53359104.62622236,20299287.62732069,0.04235492555866288,0.0,22258486.725668453,0.0,35839095.88574439,53557815.768892445,0.014304344152699017,558500000.0,2848.972086360315
1272,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,7,7,4,7,6,3,2,0,0,3,0,0,0,0.0,154345864.93625224,0.0,0.0,246921545.1114205,0.0,0.0,90996995.1258429,0.0,10959227.231216595,8453407.696608048,0.006829521277482808,97844133.69846669,0.0,0.10863549868392935,333100000.0,0.0
1273,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,7,0,7,6,7,0,8,6,0,6,3,7,7,5,0.0,68139002.95605196,0.0,0.0,270346921.93940926,0.0,3721622.4215410296,78367018.73996717,0.0029033039012751035,2890723.0899428437,22928006.72310114,0.000644679978093028,0.0,158811403.67371178,0.0,351800000.0,219.2851047219681
1274,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,7,4,2,1,5,0,0,0,0,0,0,5,1,7,0.0,230932932.5328355,0.0,2020815.5340104583,149432797.19150826,0.0024004210035889753,36791353.84591692,0.0,0.08065606142542828,16086152.130090076,0.0,0.009863082024799266,0.0,120358626.4040231,0.0,502300000.0,0.0
1275,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5,7,0,3,3,2,2,0,1,0,9,4,0,0,1,0.0,134576627.39671084,0.0,0.0,153141651.80359086,0.0,2111401.3429197976,43878096.290305056,0.0046897288588147665,5469260.680376557,31262671.930688452,0.0034035707775436717,91345251.7410241,25037214.086173728,0.1018748524989052,635500000.0,0.0
1276,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,9,7,5,5,3,1,0,6,2,1,3,5,7,2,7,0.0,269858582.71059245,0.0,0.0,166044650.32411388,0.0,12180468.078268403,58517988.01954745,0.00955980181522075,555249.5951887594,27724085.642938957,0.000130591434023376,0.0,138882783.3930326,0.0,151900000.0,344.1309047958216
1277,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,7,7,2,7,1,1,1,2,4,0,1,3,0,1,0,0.0,213977821.79557136,0.0,0.0,171741383.20257318,0.0,8500964.519696882,72428199.88868275,0.01867496072595487,4615760.311608414,15063068.18035096,0.0029073229328953135,80475089.26945889,25037214.086173728,0.0898630680519147,1109400000.0,0.0
1278,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,7,5,4,5,5,7,0,1,5,3,1,2,0,0,1,0.0,208032489.48873264,0.0,0.0,232281659.41558912,0.0,20779150.34618394,50081750.628976494,0.01642226944014559,0.0,23831364.991512045,0.0,101943941.12932545,25037214.086173728,0.04088920167985783,466300000.0,4358.212453706519
1279,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,1,4,0,9,2,0,0,0,0,1,0,0,7,3,0.0,161250294.9980649,0.0,20572526.113147274,147929705.47326633,0.023591582301421537,112678746.87878296,0.0,0.24516529895828804,2637201.866320866,6320800.309666242,0.0015655182549985075,4446714.943957068,82593104.13074732,0.004885351725059644,738000000.0,0.0
1280,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,7,0,0,0,3,1,0,7,0,3,0.0,215771944.13273668,0.0,41145052.22629455,73315450.27094865,0.047183164602843074,106434434.95413078,0.0,0.23087799876361392,0.0,15444563.06553661,0.0,0.0,82593104.13074732,0.0,387000000.0,0.0
1281,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,7,7,2,7,4,0,0,1,2,0,3,3,0,0,0,0.0,213977821.79557136,0.0,0.0,140822678.00042614,0.0,18601420.14900699,43224599.14167526,0.014668170522684692,1751110.6747246338,17803345.000196747,0.0003765494047873281,123850774.03056777,0.0,0.049617108723629184,627500000.0,5200.927787463197
1282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,5,0,0,0,0,0,2,0,3,6,0,5,1,0.0,194778344.05993843,0.0,44197015.5138625,0.0,0.05086937309248438,27216655.163187202,22167818.198803753,0.05910798959282028,482103.9938384812,22374727.640758883,0.0002830678360775156,0.0,66294113.011456475,0.0,121200000.0,0.0
1283,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,5,1,1,1,0,0,0,0,1,0,0,6,2,0.0,168998851.95855054,0.0,10510521.916809162,118700628.29513216,0.012469329559587468,118879696.69607963,0.0,0.25928066907552544,3462461.510530962,6320800.309666242,0.002086017735427026,10219258.673640821,74011736.27191554,0.011278927358993976,604800000.0,0.0
1284,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,1,0,0,3,0,2,0,0,4,0,0.0,101988088.03595176,0.0,16464509.092891775,77797112.44472042,0.019481184242661567,80270417.56525573,24198032.45136138,0.17504633196452582,3022571.986536772,7332080.219521779,0.0018121875701650673,10219258.673640821,33377116.55719709,0.011278927358993976,738000000.0,0.0
1285,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,6,6,7,0,3,7,7,1,6,0,0,0,0,0,3,0.0,236973610.78838855,0.0,10976355.356150331,128933649.86623067,0.012627984346857166,0.0,100985425.35951225,0.0,8309872.554722741,0.0,0.005140114802759879,69083580.77465707,30351526.042379983,0.07639400244637218,589200000.0,0.0
1286,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,5,0,1,1,0,0,2,0,3,0,7,0,2,0.0,88511693.9986257,0.0,30515299.30163836,77797112.44472042,0.004244842888967032,56689210.59795526,22167818.198803753,0.014870408932130465,613802.9661748549,8453407.696608048,4.199552550548259e-05,0.0,79084435.94406682,0.0,425300000.0,5161.954542033572
1287,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,5,3,4,5,0,0,1,0,0,3,7,0,3,0.0,168998851.95855054,0.0,567748.7283180743,182023629.8101266,0.0006872211196170678,69301981.37874854,20299287.62732069,0.15217146482067154,3491871.388415437,8453407.696608048,0.0020794995048780377,0.0,82593104.13074732,0.0,643100000.0,0.0
1288,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,1,0,3,1,0,4,0,7,1,5,7,0,7,0.0,152281136.071976,0.0,14732338.504620833,90143923.5488522,0.016956457697494792,13608327.581593601,26403379.542306438,0.02955399479641014,0.0,36740794.946645245,0.0,0.0,100105457.62015328,0.0,810600000.0,0.0
1289,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,5,0,4,6,0,0,0,7,1,3,7,1,3,0.0,168998851.95855054,0.0,20572526.113147274,128904282.88717857,0.023591582301421537,76488147.57304315,0.0,0.16701905698632447,0.0,33318869.869345196,0.0,0.0,115581377.23133813,0.0,340700000.0,0.0
1290,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,0,4,5,9,6,0,0,1,0,7,0,0,7,3,0.0,119252509.8856793,0.0,0.0,271579000.8944825,0.0,32986875.481789544,20299287.0,0.07228049395980894,3058317.8240316226,14261651.781499248,0.0018629416536176482,38768250.33104526,82593104.13074732,0.04292013479907929,504600000.0,0.0
1291,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,3,5,6,2,7,6,3,3,0,0,0,1,7,0,0,1,0.0,179711315.8072363,0.0,0.0,230921561.26747727,0.0,0.0,24198032.0,0.0,8100850.971980007,21069784.935395602,0.0006195827143490916,89606383.48169687,25037214.086173728,0.011974317874570681,768700000.0,7595.3098105259505
1292,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7,1,3,0,1,1,7,3,0,0,7,1,0,0,0,0.0,164837270.4882678,0.0,30515299.30163836,77797112.44472042,0.03537369074139194,0.0,64835987.0,0.0,0.0,22258486.725668453,0.0,84288526.60093722,0.0,0.09359004045871291,730000000.0,0.0
1293,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,9,10,9,6,0,0,7,7,2,6,2,7,0,1,6,0.0,375398028.31177455,0.0,0.0,66045103.44010488,0.0,0.0,112999944.0,0.0,0.0,40216072.72795172,0.0,27465441.97779435,66687072.31506137,0.030637958338309713,423600000.0,0.0
1294,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,8,1,5,0,0,0,0,7,7,1,3,3,7,6,7,0.0,192107207.5726472,0.0,19064740.7883242,0.0,0.02195778014709514,7320653.64263953,77517373.0,0.01583601878038547,1814181.4980467784,24732500.84179449,0.0011794492682930442,0.0,163546580.1863483,0.0,448400000.0,0.0
1295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,2,2,8,7,3,0,0,0,0,6,3,0.0,136422954.7271911,0.0,0.0,185425372.34997356,0.0,0.0,122116018.0,0.0,16438840.846824892,0.0,0.010244281916224212,27549412.09281151,77404471.7832109,0.030468898201348002,84600000.0,0.0
1296,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,2,4,7,0,1,2,7,0,0,0.0,0.0,0.0,4462179.948563961,87722647.49511826,0.005216268639414586,0.0,92271720.0,0.0,4117939.6519505335,13903423.98391871,0.0025839626122197484,0.0,44193513.54513965,0.0,454300000.0,0.0
1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,3,0,7,1,5,0,0,7,2,1,0,0.0,209532275.56374696,0.0,21708023.56978342,47842699.56310011,0.024966024540655673,0.0,97583078.0,0.0,7498216.881635915,14261651.781499248,0.004578602165409301,3799761.5082478733,54355764.74753119,0.004314041705168196,0.0,0.0
1298,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,3,1,0,7,0,7,1,0,6,0,129363808.0791223,42291505.65437629,0.11008454725322078,10001271.832090797,108083458.32956028,0.011296984421721947,0.0,55690229.0,0.0,0.0,22258486.725668453,0.0,0.0,40273672.383724004,0.0,121200000.0,0.0
1299,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,1,0,7,7,3,0.0,168998851.95855054,0.0,61717578.33944182,0.0,0.07077474690426461,100190123.02947861,0.0,0.2165906985689398,2028956.201259358,6320800.309666242,0.0011750313878656291,0.0,148687151.83491525,0.0,604800000.0,0.0
1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,2,0,3,3,0,3,0,64681904.03956115,136422954.7271911,0.019815218505579737,13583683.225351218,38245121.951764055,0.005768163592121003,75639654.79898645,22167818.0,0.059271628807588204,1372314.4909558946,17803345.000196747,0.00028035607288376597,0.0,30351526.042379983,0.0,0.0,2991.550657999287
1301,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,6,5,1,0,0,1,7,0,5,0,0,0,0,0,5,0.0,174059651.0659076,0.0,26437958.765967652,38245121.951764055,0.0109889129034027,0.0,70656192.0,0.0,14762757.339638498,0.0,0.0032066885113127435,46299668.30860674,36676675.840294495,0.01838116792873888,853300000.0,3223.9329323365946
1302,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,10,1,0,0,2,1,1,7,0,6,6,0,0,1,0.0,246347897.01180154,0.0,44566089.51038495,42818415.6714978,0.0061519436688146755,0.0,77892499.0,0.0,613802.9661748549,27984209.217288204,4.199552550548259e-05,28686760.385882884,25037214.086173728,0.0038362445812373095,256100000.00000003,5231.018492224708
1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,6,6,3,7,0,4,7,7,7,0,0,1,0.0,178432664.16586018,0.0,0.0,218443626.505055,0.0,0.0,67626108.0,0.0,0.0,55132637.76085901,0.0,106810764.25921568,25037214.086173728,0.014331304823882299,0.0,8215.161537307931
1304,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,7,9,5,4,3,3,0,1,3,0,7,0,0,0,0,0.0,268407389.31676263,0.0,0.0,168612213.067232,0.0,20743920.000743214,45324187.0,0.006821659101432287,3058317.8240316226,14261651.781499248,0.0002794412480426473,122250385.99924594,0.0,0.02038541782957519,504600000.0,8723.871552298213
1305,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,0,3,5,7,1,2,7,7,3,7,10,4,7202682.504216836,111738176.02288951,0.0007584364973371304,21140274.841465347,113553565.23269883,0.002913456410524632,0.0,88907672.0,0.0,0.0,45835762.945968896,0.0,0.0,176886880.82907864,0.0,256100000.00000003,1554.7357269358156
1306,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,5,4,5,2,1,3,0,0,1,0,3,1,0,0,2,0.0,183603921.04028857,0.0,3988786.012408475,136638608.13374585,0.004770253756896303,69301981.37874854,20299287.0,0.15217146482067154,1745935.6942077186,15444563.06553661,0.0010397497524390188,47563321.1693507,27578229.96765524,0.052481710797246915,860900000.0,0.0
1307,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,5,3,2,4,3,7,1,0,0,0,0,7,7,0.0,53972506.18695759,0.0,0.0,158322050.00612843,0.0,0.0,90454561.0,0.0,6974267.086742433,0.0,0.0042839386846494285,40736826.155357,100105457.62015328,0.045284948450188586,1480800000.0,0.0
1308,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,9,8,2,7,7,7,0,1,0,0,0,1,0.0,95486976.46933737,0.0,0.0,275773968.37836266,0.0,0.0,132293579.0,0.0,10722088.328351717,6320800.309666242,0.006911617933743456,85443553.35747585,25037214.086173728,0.09497957899582563,248500000.0,0.0
1309,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,1,1,2,0,6,3,1,0,0,7,0,0,6,64681904.03956115,92648501.6727509,0.05504227362661039,0.0,82526679.5239558,0.0,0.0,88468682.0,0.0,2324755.695580811,14261651.781499248,0.0014279795615498095,44416982.85505764,40273672.383724004,0.04936021935046861,542900000.0,0.0
1310,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,2,3,7,7,4,7,4,3,0.0,32694901.094161935,0.0,8970496.107333982,93427003.66768599,0.010537578742586332,13296892.342850162,48047840.0,0.029140637568635903,0.0,47823410.90026012,0.0,0.0,130344347.59154893,0.0,371400000.0,0.0
1311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,6,0,0,0,5,0,0,0,7,1,0.0,142079239.3148653,0.0,27094262.01754796,106547043.08732629,0.031290658104112704,112635384.77142744,0.0,0.24499336888085133,0.0,11068771.68625446,0.0,4446714.943957068,75869639.77914998,0.004885351725059644,84600000.0,0.0
1312,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,7,5,3,1,2,1,0,0,4,6,10,7,1,2,6,0.0,199716683.5766434,0.0,4485248.053666991,124827903.5097079,0.005268789371293166,24444252.69357404,26403379.0,0.05344035885075595,0.0,61938240.38959241,0.0,12689261.731441027,98102728.93144882,0.014204889412026604,542900000.0,0.0
1313,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,9,4,3,5,2,5,1,1,5,0,0,3,0,5,0,0.0,215464061.7912341,0.0,0.0,185224965.76200286,0.0,3792143.1613687165,72092374.0,0.00834434668949733,5817976.511298982,8453407.696608048,0.003621038858489841,8214600.186651608,36676675.840294495,0.009066009298030548,454300000.0,0.0
1314,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,5,0,0,3,0,0,1,0,0,0,0,7,0,0.0,163770928.24047652,0.0,41712800.95461262,47842699.56310011,0.04787038572246014,79286320.44514377,20299287.0,0.1721876119614756,9419963.112548742,0.0,0.00563775678399768,4446714.943957068,44193513.54513965,0.004885351725059644,387000000.0,0.0
1315,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,2,5,2,3,0,0,1,5,0,1,8,0,0,1,0.0,188303187.5061465,0.0,2020815.5340104583,93986630.59767582,0.0024004210035889753,20779150.34618394,50081750.0,0.04561741511151553,7902071.283635883,22980172.52035899,0.004948340350002602,89606383.48169687,25037214.086173728,0.09978598228808903,333100000.0,0.0
1316,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,5,0,6,5,4,1,2,6,0,9,1,1,3,2,0.0,88511693.9986257,0.0,0.0,215943122.36265725,0.0,0.0,77953409.18071027,0.0,3175880.7296098936,26696770.02353885,0.0019900082840926293,7123827.378089158,87971243.48996843,0.007975640795404396,735200000.0,0.0
1317,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,7,1,7,0,0,6,0,0,2,1,0,0,0,6,4,0.0,198655966.29970902,0.0,17865471.48844634,66045103.44010488,0.003084785697801803,16776649.833799377,22167818.198803753,0.005463197505834762,1271903.0133602456,6320800.309666242,0.0001262225664629747,0.0,81105853.85915002,0.0,369700000.0,1778.550760223166
1318,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,6,5,5,1,1,1,0,0,0,0,1,1,0,0,5,0.0,204851657.20973802,0.0,10510521.916809162,118700628.29513216,0.012469329559587468,85201496.0239192,0.0,0.18651842856762058,1745935.6942077186,12857587.774250694,0.0010397497524390188,46299668.30860674,36676675.840294495,0.05105879980205247,860900000.0,0.0
1319,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,5,3,5,4,0,0,4,0,0,0,3,3,3,0.0,146023907.9151004,0.0,0.0,183367572.6956553,0.0,24527569.23061128,26403379.542306438,0.053770707616952185,16203715.035668349,0.0,0.009990148655274247,0.0,101052794.97906452,0.0,937900000.0,0.0
1320,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,7,5,0,1,2,1,0,0,2,6,1,7,0,6,5,0.0,136422954.7271911,0.0,1974604.084532186,124827903.5097079,0.0022952082374372313,2037321.3373648706,22167818.198803753,0.004396002795477021,0.0,38362359.90018903,0.0,2285538.3987612454,85142397.97480127,0.0025091270530507334,816000000.0,0.0
1321,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,1,0,0,3,1,1,0,0,3,0,0,0,0.0,53972506.18695759,0.0,13455744.161000974,38245121.951764055,0.015806368113879497,0.0,69869514.91937588,0.0,4487077.825629918,8453407.696608048,0.002680394511569928,122210478.46607101,0.0,0.13585484535056574,845300000.0,0.0
1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,2,3,0,0,6,0,0,0,0,7,3,7202682.504216836,131162431.79431592,0.006320304144476086,0.0,192223742.738094,0.0,79282039.20229009,31398797.71871161,0.1729683994353081,11188045.306547206,0.0,0.006805822375329699,10219258.673640821,82593104.13074732,0.011278927358993976,0.0,0.0
1323,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,9,3,3,0,0,0,0,0,0,0,4,1,3,2,3,0.0,205782825.72404325,0.0,61717578.33944182,0.0,0.07077474690426461,58873018.5273063,0.0,0.12727318332010532,0.0,16925244.491970196,0.0,0.0,96758507.80115426,0.0,730000000.0,0.0
1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2,2,4,7,3,0,1,1,0,0,0,129363808.0791223,95107331.23784721,0.11008454725322078,0.0,185425372.34997356,0.0,0.0,100566041.17395067,0.0,3208406.262128627,12857587.774250694,0.0019637379745826643,49836007.8140855,0.0,0.05552436046156481,0.0,0.0
1325,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,6,4,2,2,3,1,4,7,5,3,0,3,7,64681904.03956115,117299462.54481953,0.019815218505579737,0.0,154718705.48101047,0.0,0.0,76851682.0937924,0.0,0.0,40916860.84976648,0.0,0.0,79232000.72221279,0.0,377300000.0,493.6723870191691
1326,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,6,2,0,1,1,3,0,0,0,0,0,0,0,1,0.0,179711315.8072363,0.0,17482418.94382778,77797112.44472042,0.020297194721739308,0.0,24198032.45136138,0.0,15523660.370435469,0.0,0.009492500424079921,57823073.62520404,25037214.086173728,0.06397393889777864,550900000.0,0.0
1327,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,6,5,0,0,0,0,7,4,0,0,0,0,6,3,0.0,228491983.66798556,0.0,32929066.068450995,0.0,0.0378839530405715,8445997.548545038,67626108.28683192,0.018439329435197015,14046540.760194078,0.0,0.00837073463100493,23149834.15430337,77404471.7832109,0.025529399901026234,333100000.0,0.0
1328,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,2,2,4,4,7,0,0,7,0,7,7,136566490.58333915,32694901.094161935,0.11640485139769687,0.0,129886219.76334889,0.0,0.0,101380159.06922092,0.0,0.0,14261651.781499248,0.0,3680156.6997006354,100105457.62015328,0.004075270900280026,542900000.0,0.0
1329,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,1,7,1,6,0,2,0,0,7,0,0.0,42291505.65437629,0.0,16464509.092891775,77797112.44472042,0.0023377421091193883,0.0,100985425.35951225,0.0,5362050.710030026,7332080.219521779,0.0003945232809919706,26285759.232067555,44193513.54513965,0.003485518464738426,520200000.0,3590.3699932423606
1330,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,1,2,2,0,1,7,0,6,0,0,0,1,0.0,218790522.57803288,0.0,7089484.6327187605,129886219.76334889,0.008386296922308233,52090562.585947566,55690229.411618516,0.11410608255573312,2854215.845469454,12586457.998778107,0.0016955308682941477,71426373.64760926,25037214.086173728,0.07957509468618827,302400000.0,0.0
1331,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,9,9,2,1,1,1,1,1,0,0,6,0,0,1,2,0.0,268845798.4001057,0.0,8524590.793245379,118700628.29513216,0.010058604577598836,24294469.954670906,41292219.28177295,0.05388968231966286,2652044.904406864,12586457.998778107,0.0015981141726339916,9370385.324938811,53557815.768892445,0.010355196948070283,423600000.0,0.0
